"model","importance","wis","dispersion","overpred","underpred","0.01","0.025","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","0.7","0.75","0.8","0.85","0.9","0.95","0.975","0.99","target_end_date","location","target"
"Ensemble.all",NA,24.5406517194852,13.1667362406035,0,11.3739154788817,17.2904617037943,22.6867756273183,27.571541984263,32.6030435744374,36.5306689627716,40.2884949896402,46.0416516773534,53.9291918686548,60.9857570324037,67.7618354609621,74.6106031682457,81.3604309606887,89.3300171699718,97.0848111196618,105.918885108982,116.935196392242,128.750846721659,142.680084466955,162.514207019198,193.13152908973,256.234500570048,305.241080597288,400.604716577226,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,23.3581575862001,13.2243020145225,0,10.1338555716776,19.4517694167686,25.5226225807331,31.0179847322959,36.6784240212421,41.0970025831181,44.8409474573987,49.9943829308906,57.6834833962771,64.5246125427894,71.106274277421,77.8035457594564,84.4054848307748,92.3796521210383,100.096203125781,108.99310986627,120.288953397231,132.397177767998,146.748704431271,167.524793137161,200.035007085663,268.158965472473,320.804773224498,425.197659891382,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,25.8146379648274,11.0637739228529,0,14.7508640419746,16.3267694167686,21.7726225807331,26.3929847322959,31.4284240212421,34.8470025831181,38.1995568633452,43.9218581370225,51.9203408522366,59.2339766614542,65.7320648935823,72.0619285642764,78.1554848307748,84.9962693162183,92.0954125096195,99.7837457476047,107.927095941272,117.219702561866,127.765095025324,140.828482896598,158.397970225946,186.013813141304,212.146215671949,246.43030614938,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,24.9777736969202,14.5684746231042,0,10.409299073816,12.29262,17.94219375,23.16976,28.4265,32.552785,36.5271707745608,42.760255820853,51.5125453404352,59.2826443689804,66.7210932501379,74.2567753868283,81.7113372781565,90.5899726032366,99.1434368864177,108.916187194954,121.287795327429,134.493421088743,150.143328798135,172.037618064254,205.981107650305,274.565024611307,328.908542950941,435.856257166929,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,25.7308997115397,13.8264663141572,0,11.9044333973824,17.6405194167686,22.0151225807331,26.0504847322959,30.0284240212421,33.3107525831181,36.6358068633452,42.3331081370225,50.5115908522366,57.8064766614542,64.8183148935823,71.9319285642764,78.9454848307748,87.3300193162183,95.4641625096195,104.791245747605,116.540845941272,129.137202561866,144.033845025324,165.444732896598,198.752970225946,268.060063141304,321.733715671949,427.321556149379,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,24.7511248942347,11.5338652970547,0,13.21725959718,19.4517694167686,25.5226225807331,31.0179847322959,36.6784240212421,41.0970025831181,45.3245568633452,51.7863274067152,57.599423893067,62.9987650593382,68.5650857237906,74.3491084360751,80.1554848307748,87.3138897424226,94.1542753482479,101.93762028635,111.863198677299,122.154788162722,134.183407208446,151.739308192351,179.060240723651,240.023406362237,283.769983597128,375.15415313785,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,24.0283160158875,14.2842087054616,0,9.74410731042592,16.0767694167686,21.6476225807331,26.6429847322959,31.6909240212421,35.7220025831181,39.5745568633452,45.6718581370225,54.2953408522366,61.8589766614542,69.2320648935823,76.5619285642764,83.7804848307748,92.4962693162183,100.97041250962,110.533745747605,122.552095941272,135.344702561866,150.515095025324,172.328482896598,206.135470225946,275.638813141304,329.771215671949,435.555306149379,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,24.686142102844,13.9518174011137,0,10.7343247017303,16.0142694167686,20.7726225807331,25.2304847322959,30.1409240212421,34.0345025831181,37.8370568633452,43.9468581370225,52.4953408522366,60.1339766614542,67.4820648935823,74.9244285642764,82.2804848307748,90.5462693162183,98.5204125096195,107.658745747605,119.189595941272,131.544702561866,146.152595025324,167.253482896598,200.185470225946,269.001313141304,321.146215671949,427.117806149379,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,24.3779385292111,12.1756129126815,0,12.2023256165295,19.4517694167686,25.5226225807331,31.0179847322959,36.6784240212421,41.0970025831181,45.2697917447309,49.8383732526088,57.0121061769306,63.3756405132546,69.5029489293975,75.7686911104694,81.9344575526183,89.0323297319574,95.8737359184122,103.85520864524,114.187925421856,125.256826916136,138.436669638121,157.874065546028,188.671676468219,254.281152977896,304.74377474328,402.895849501978,"2021-12-04","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,24.9983713066484,13.8721049744833,0,11.1262663321651,18.9078994167686,23.4629288307331,27.6032247322959,31.6769240212421,35.0179675831181,38.3870106133452,44.1218431370225,52.3325546022366,59.6567441614542,66.6966073935823,73.8370935642764,80.8751748307748,89.2854830662183,97.4452487596195,106.800356997605,118.579260941272,131.209096311866,146.142020025324,167.596896646598,200.963848975946,270.367953141304,324.145288171949,429.91355489938,"2021-12-04","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",-0.83,37.2516710423128,13.3905509658902,0,23.8611200764226,0,0,0,0,0.38513187789431,13.0942923166622,23.9976203280203,33.7891458637423,42.8624535015988,51.4721351692351,59.8021018217078,68,76.1978981782922,84.5278648307649,93.1375464984012,102.210854136258,112.00237967198,122.905707683338,135.614868122106,151.605893996042,175.307003222671,195.864180836052,219.766342443138,"2021-12-11","MA","4wk ahead inc death"
"UMass-MechBayes",1.89,29.3730434782609,26.1991304347826,0,3.17391304347826,22,28,34,42,49,56,63,70,80,89,97,107,121,134,147,170,198,248,300,396,664,1104,1566,"2021-12-11","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.69,44.9733899670406,0.916572717231102,0,44.0568172498095,81.0619354383161,82.9961403518719,83.0888633332066,83.6067579986393,84.8916507896207,85.3923154716522,85.8109409139215,86.8192554601701,87.7966379124973,88.1576684954125,88.7378540484588,90.1558026304645,90.2058574908131,90.4909665157375,90.6352856151934,90.7471434931413,91.3100181365622,92.3561172609643,92.6364062370703,98.0492582634686,98.8451598947666,99.9375026046546,100.054984799587,"2021-12-11","MA","4wk ahead inc death"
"RobertWalraven-ESG",-0.97,47.2935130434782,7.8191652173913,0,39.4743478260869,0,0,3.42,16.82,25.87,33.06,39.24,44.78,49.91,54.78,59.48,64.11,68.73,73.44,78.3,83.44,88.98,95.15,102.34,111.39,124.8,136.42,149.94,"2021-12-11","MA","4wk ahead inc death"
"COVIDhub-baseline",-0.54,37.0797177738952,24.7675280867809,0,12.3121896871143,0,0,0,0,0,0,0,5.98650886508833,25.8688121881215,42.8785337853376,57.823523235232,72,86.1026000259999,101.378434784348,118.068608186082,137.860175601756,161.570185701857,190.520970209702,227.770370203702,284.787667876679,367.613738137381,458.633261582613,588.141819018189,"2021-12-11","MA","4wk ahead inc death"
"Karlen-pypm",1.17,20.07,7.4004347826087,0,12.6695652173913,43,48,56,64,70,74,78,83,87,91.6,95,100,103,107,112,119.3,126,134,144,156,176,197,211,"2021-12-11","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.22,29.2826086956522,7.23043478260869,0,22.0521739130435,31,42,50.3,56.3,60.5,63.9,66.8,69.4,71.8,74,76.1,78,84,90.4,97.2,104.5,112.6,121.6,132.1,144.9,163.5,189,200,"2021-12-11","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-0.78,35.5400036591999,19.6088721468485,0,15.9311315123514,0,0,0,0,0,0,6.09390182971802,19.3422387774121,31.6190310156087,43.2775675295795,54.4944928119605,65.6230958480236,79.5621448330961,93.6118211910661,108.214634413523,123.591839246262,140.185945180872,158.771343827635,180.233054169731,207.447387902492,247.605124264248,282.45274672693,350.599208431729,"2021-12-11","MA","4wk ahead inc death"
"BPagano-RtDriven",0.19,32.3616905652174,7.35669230434782,0,25.0049982608696,4.25433,16.11161,26.71138,39.12338,47.55222,54.26777,60.0365,65.22091,70.02732,74.5895,79.00424,83.34936,87.69447,92.10921,96.67139,101.4778,106.66221,112.43094,119.14649,127.57533,139.98733,150.58711,162.44438,"2021-12-11","MA","4wk ahead inc death"
"Ensemble.all",NA,29.0888065079361,12.7432646042767,0,16.3455419036594,20.1462517153685,24.1230833724302,28.1689159259118,33.538904222071,37.5776669630572,42.1904864209238,46.9976625635178,53.1486732184903,60.7649171797585,67.750600553285,74.1602457685955,80.9153620531653,88.4992189475779,96.3286997024352,104.580829412578,114.791979164157,126.367859854586,141.748342109071,159.315687636957,186.417282004298,239.739817279896,312.65497797225,394.216303854738,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,28.2584421823842,12.662353809075,0,15.5960883733092,22.6645331797895,27.138468793984,31.6900304166508,37.7312672498299,42.2267338487026,45.8275106839565,49.8726678429549,55.5686141378338,63.0027251395284,69.7854087262912,75.9550137619564,82.529782309811,90.0368840437386,97.8038040613939,106.01123977685,116.364619792645,128.163544877411,144.103671412288,162.278290076313,190.76870550533,247.793919037049,327.253827614275,416.022549031188,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,30.9800695064103,11.0612813754634,0,19.9187881309469,19.9145331797895,23.638468793984,27.4400304166508,32.4812672498299,36.1498753334394,40.4642972235393,44.9973703839575,51.0422573708016,58.3605318272283,65.0944256224456,71.3052764896699,77.654782309811,84.4366213160252,91.6197871652396,99.27843308915,107.890976559677,117.413842336409,128.466884872705,141.730148591576,160.219442254835,186.707294439883,213.736850218781,247.74334183658,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,29.7784571727164,14.2216010901573,0,15.556856082559,12.53179125,16.76395125,21.3039225,27.2804225,31.6634189847368,36.7902577895828,42.1460027697173,48.9398504382803,57.3859520881661,65.199717060519,72.3380447336125,79.760306981003,88.2858891296735,97.0584163507724,106.324022387251,117.797583623034,130.750090069339,147.922370215084,167.650597811942,197.463284971902,257.351649453038,339.244662393199,430.986468736632,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,28.1164790605585,13.3587770276373,0,14.7577020329212,22.6645331797895,27.138468793984,31.2625304166508,35.6287672498299,39.0411253334394,43.3317972235393,47.9673703839575,54.1947573708016,62.1217818272283,69.3719256224456,75.9952764896699,83.016032309811,90.9703713160252,99.1897871652396,107.86593308915,118.710976559677,131.041342336409,147.573134872705,166.437648591576,195.795692254835,254.107294439883,334.684350218781,424.75084183658,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,28.5503347402338,11.2402316689636,0,17.3101030712702,22.6645331797895,27.138468793984,31.6900304166508,37.7312672498299,42.2748753334394,47.4642972235393,52.8723703839575,59.0439437626656,65.1269303037131,70.8596088992784,76.2023360852659,82.029782309811,88.7987963127752,95.6974828171961,102.89485706589,111.908454609458,121.967569123677,135.651763596492,150.758852316113,174.12098377025,223.755577172711,294.407692520955,369.975614459307,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,30.2596355822976,13.4111183319851,0,16.8485172503125,17.2895331797895,21.138468793984,24.6900304166508,29.7312672498299,33.5248753334394,38.2142972235393,43.1223703839575,49.4172573708016,57.4855318272283,64.7694256224456,71.5552764896699,78.529782309811,86.6866213160252,94.9947871652396,103.65343308915,114.228476559677,126.413842336409,142.716884872705,161.230148591576,190.219442254835,247.707294439883,327.111850218781,417.11834183658,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,29.3069725388194,13.4323683319851,0,15.8746042068342,18.7895331797895,21.888468793984,25.4025304166508,30.6937672498299,34.7123753334394,39.4767972235393,44.5223703839575,51.1172573708016,59.3855318272283,66.9694256224456,73.9177764896699,81.279782309811,89.0616213160252,97.0697871652396,105.50343308915,116.078476559677,128.088842336409,144.266884872705,162.717648591576,191.606942254835,249.269794439883,328.111850218781,418.49334183658,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,28.3061671377332,11.8850636614552,0,16.4211034762781,22.6645331797895,27.138468793984,31.6900304166508,37.7312672498299,42.2748753334394,47.4642972235393,52.1106326552427,57.3744775236251,64.4081529502772,70.8097296812481,76.6184648881748,82.8268953288081,89.6163532118882,96.6683095163563,104.12660378746,113.691996653894,124.6405991888,139.620466894251,156.70101682036,183.788518767024,238.756653906852,316.430256877915,399.668440782614,"2021-12-11","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,29.2758616529498,13.4165861417678,0,15.8592755111821,22.1327419297895,25.124517543984,28.3511079166508,32.8408447498299,36.3308478334394,40.6808259735393,45.3678078839575,51.6396436208016,59.6071168272283,66.8957381224456,73.5547464896699,80.611112309811,88.5998125660252,96.8561359152396,105.56950933915,116.456251559677,128.831066086409,145.413017372705,164.336837341576,193.772526004835,252.208878189883,332.913461468781,423.18779433658,"2021-12-11","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",5.35,112.575805977806,12.6517285013383,99.9240774764679,0,206.864171321289,228.619620175465,247.33050639178,268.90295988127,283.457791835179,295.025510874581,304.949583801157,313.861708005588,322.120119253006,329.956543935012,337.538375505053,345,352.461624494947,360.043456064988,367.879880746994,376.138291994412,385.050416198843,394.974489125419,406.542208164821,421.09704011873,442.66949360822,461.380379824535,483.135828678711,"2021-12-18","MA","4wk ahead inc death"
"UMass-MechBayes",-1.21,86.974347826087,71.1047826086957,15.8695652173913,0,44,59,78,95,112,132,150,178,197,226,266,303,340,389,441,499,576,674,794,981,1307,1842,2612,"2021-12-18","MA","4wk ahead inc death"
"USC-SI_kJalpha",1.65,20.0786902548467,5.11792423898482,0,14.9607660158619,113.543519629795,114.453986167347,116.637948894788,122.606893803684,130.699635093029,136.207705440482,141.833218793267,145.518636857737,147.010984332133,150.154532751807,153.606444082867,158.364592351401,158.953972157356,159.837811290479,160.241334488579,163.776554212785,166.383252762649,173.408438557801,176.167531172239,232.799752826042,244.127680902226,247.56885379419,248.438341339443,"2021-12-18","MA","4wk ahead inc death"
"RobertWalraven-ESG",-0.07,76.9804260869565,10.8230347826087,0,66.1573913043478,0,0,0,6.62,19.27,29.32,37.94,45.68,52.86,59.66,66.23,72.7,79.16,85.74,92.54,99.71,107.45,116.07,126.13,138.77,157.51,173.76,192.64,"2021-12-18","MA","4wk ahead inc death"
"COVIDhub-baseline",-1.7,44.168111226047,26.6913275451668,0,17.4767836808802,0,0,0,0,0,0,20.6921519215192,44.0274232742327,63.3117046170462,79.5675276752768,94.6451354513545,109,123.145531455315,138.131509315093,154.663266132662,174.576680766808,197.915781657817,226.59913599136,263.079286292863,319.579821798219,401.555827558275,489.809042840428,619.304492844932,"2021-12-18","MA","4wk ahead inc death"
"Karlen-pypm",1.14,13.6080434782609,13.5645652173913,0,0.0434782608695652,82,92.9,105,119,129,138,147,156,163,171,180,187,195,204,213,223,233,246,261,280.1,313,337,375,"2021-12-18","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.58,18.8429565217391,13.5820869565217,0,5.26086956521739,58.3,79,95.5,107.6,115.9,122.7,128.6,133.8,138.6,143,147.1,151,162,173.7,186.3,199.8,214.6,231.2,250.4,273.9,308.2,355,375.7,"2021-12-18","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-1.29,64.6743383058026,19.9335633934192,0,44.7407749123833,0,0,0,0,0,0,1.36405058694404,14.1887424372559,26.0729568852116,37.3586857134861,48.2169248134169,58.9896659676789,73.8556510751007,88.8396201913117,104.413509351468,120.813286573148,138.510887891507,158.332201368069,181.221099073148,210.245165235257,253.073360425687,290.238323194241,362.916472608304,"2021-12-18","MA","4wk ahead inc death"
"BPagano-RtDriven",0.41,37.0987034826087,10.7604078304348,0,26.3382956521739,6.22268,23.56595,39.06992,57.22457,69.55317,79.37581,87.81355,95.39663,102.42681,109.09977,115.55708,121.91254,128.26801,134.72532,141.39828,148.42846,156.01154,164.44928,174.27192,186.60052,204.75516,220.25914,237.60241,"2021-12-18","MA","4wk ahead inc death"
"Ensemble.all",NA,22.128600521886,20.4699356749513,0,1.6586648469347,56.7700412167871,66.3932840380902,75.726486142952,86.3282692983282,95.5422885475787,103.62544736834,113.354728344765,125.16368228609,134.711397231933,145.08856223062,156.543773316966,167.440755368787,179.204976575858,192.668635206875,206.826252302189,222.804808171906,241.657986501202,265.003727226961,292.534671633675,338.232477775361,403.543502499379,490.779526628155,611.859727274599,"2021-12-18","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,27.48093749973,21.4472115716529,0,6.03372592807713,38.0082749537244,46.1149920209184,54.2759836118485,63.5064329754605,72.0528506366286,79.7004394300602,89.4053714127163,101.576429071153,111.285306979299,121.980064517571,133.919448043455,145.245849789885,157.547895585971,171.74678259961,186.694548746589,203.638122694093,223.733932788997,248.757381989654,278.283729567281,327.87440748244,398.652753610774,494.454419978607,627.950214599085,"2021-12-18","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,20.9201213742785,14.1405798082332,0,6.77954156604529,58.3662963688855,67.3174445428515,75.442296910821,85.2443029606193,93.485074616026,100.078628289383,108.774069387861,118.559142571852,126.925321885925,134.974632509448,142.861744981586,150.495849789885,159.10559864784,168.127214607734,177.554533839963,188.280409193394,199.865234813852,213.879193130331,229.851505587884,257.886537497281,290.611440311801,321.876967456674,361.842193183924,"2021-12-18","MA","4wk ahead inc death"
